Artist_Name,Track_Name,Class,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Mode,Liveness,Valence,Tempo_bpm,Duration_ms,Time_Signature
Scarface,No Tears,5,HipHop,54.0,0.88,0.818,-7.427,0.359,0.0353,1,0.713,0.726,81.93,146280.0,4
DJ √ñtzi,Hey Baby (Radio Mix),9,Pop,58.0,0.666,0.968,-3.196,0.046,0.123,1,0.347,0.834,135.099,219240.0,4
Sleepy Sun,Desert God,10,Rock,38.0,0.312,0.543,-7.952,0.0313,0.0304,1,0.107,0.199,133.17,316777.0,4
Esm√© Patterson,Out The Door,1,Alt Music,30.0,0.65,0.712,-6.066,0.0304,0.0271,1,0.112,0.847,125.795,134880.0,4
Green-House,Sunflower Dance,6,Indie,45.0,0.314,0.184,-13.739,0.0424,0.989,1,0.128,0.159,72.528,212055.0,3
Tempting Fate,Running in Circles,1,Alt Music,32.0,0.53,0.873,-5.513,0.0613,0.00436,0,0.161,0.272,162.053,202963.0,4
Tommy James & The Shondells,Crimson & Clover,6,Indie,57.0,0.408,0.692,-9.478,0.0685,0.235,1,0.197,0.684,82.499,209640.0,4
Mammoth WVH,Don‚Äôt Back Down,10,Rock,54.0,0.5,0.932,-4.564,0.127,3.42e-05,1,0.102,0.419,139.981,225840.0,4
Gary Myrick,She Talks In Stereo,6,Indie,33.0,0.802,0.725,-6.544,0.0289,0.221,0,0.0562,0.962,118.214,237640.0,4
Bernard Allison,Groove With Me,2,Blues,5.0,0.677,0.72,-10.376,0.0957,0.224,1,0.961,0.85,95.808,303933.0,4
Blondie,One Way Or Another,10,Rock,66.0,0.45,0.914,-5.4,0.0607,0.0305,1,0.152,0.904,162.487,215107.0,4
Darius Rucker,Wagon Wheel,4,Country,78.0,0.537,0.66,-7.174,0.0296,0.455,1,0.135,0.574,148.096,4.972883333,4
Sonny Rollins Quartet,When Your Lover Has Gone,7,Instrumental,37.0,0.587,0.247,-13.394,0.0363,0.835,0,0.0977,0.399,107.768,6.162666667,4
The Vines,Get Free,1,Alt Music,62.0,0.502,0.978,-3.278,0.0649,0.000163,1,0.287,0.603,138.811,126573.0,4
Moneybagg Yo,One Of Dem Nights (with Jhen√© Aiko),5,HipHop,64.0,0.814,0.582,-9.003,0.304,0.0898,0,0.111,0.436,126.959,143533.0,4
Westlife,You Are So Beautiful (To Me),9,Pop,2.0,0.386,0.116,-12.845,0.041,0.967,1,0.071,0.105,118.17,3.066216667,4
Joni Mitchell,A Case of You,0,Acoustic/Folk,67.0,0.693,0.201,-9.903,0.0288,0.9,1,0.112,0.679,100.836,4.39133333,4
Cream,Sunshine Of Your Love,10,Rock,68.0,0.684,0.481,-12.59,0.0384,0.475,1,0.118,0.784,115.078,4.16666667,4
Barbara Mandrell,Sleeping Single In A Double Bed - Single Version,4,Country,35.0,0.715,0.687,-9.408,0.0311,0.454,1,0.0736,0.974,139.375,2.314216667,4
Ram Orion,◊ê◊ô◊†◊°◊ï◊£,6,Indie,9.0,0.505,0.942,-3.141,0.0478,0.0972,1,0.111,0.178,114.992,261893.0,4
The Dangerous Summer,Way Down,1,Alt Music,45.0,0.402,0.923,-5.596,0.0468,0.0037,1,0.469,0.237,83.238,201229.0,4
YG,Go Big - From The Amazon Original Motion Picture Soundtrack Coming 2 America,5,HipHop,58.0,0.899,0.501,-7.15,0.32,0.00442,0,0.0548,0.643,150.028,169843.0,4
G Perico,Doin Floccs,5,HipHop,41.0,0.859,0.734,-5.219,0.333,0.0197,0,0.448,0.541,89.963,122667.0,4
Brothers of Metal,Njord,8,Metal,50.0,0.505,0.855,-7.386,0.0532,0.000713,1,0.0881,0.435,100.039,230319.0,4
Moshe Peretz,◊î◊ô◊ô◊†◊ï ◊©◊†◊ô◊ô◊ù,9,Pop,31.0,0.824,0.597,-8.071,0.0387,0.681,0,0.266,0.722,123.036,234146.0,4
Three Days Grace,I Hate Everything About You,10,Rock,72.0,0.498,0.83,-5.157,0.0421,0.00461,0,0.139,0.453,89.342,231480.0,4
Alabama Shakes,Hang Loose,6,Indie,44.0,0.625,0.852,-4.767,0.0337,0.329,1,0.0971,0.393,119.809,144200.0,4
Jayy Grams,Moment of Truth,5,HipHop,44.0,0.537,0.709,-9.49,0.131,0.0375,1,0.152,0.186,81.929,195368.0,4
Mohammed Rafi,Pathar Ke Sanam,3,Bollywood,24.0,0.362,0.43,-12.339,0.0356,0.953,1,0.189,0.572,104.3,4.964666667,4
Crazy Cavan,My Little Sister Gotta Motorbike,10,Rock,38.0,0.446,0.816,-9.762,0.0766,0.318,1,0.339,0.718,183.696,165293.0,4
Allysha Joy,Watercolours,1,Alt Music,37.0,0.521,0.691,-9.121,0.0855,0.528,1,0.174,0.198,79.214,268080.0,4
John Paul Jones,Leafy Meadows,10,Rock,37.0,0.479,0.909,-7.404,0.0716,9.07e-05,1,0.634,0.278,111.892,310467.0,4
Palm Voyage,Valentine's Week,6,Indie,15.0,0.601,0.527,-10.949,0.0494,0.128,1,0.135,0.311,66.008,192750.0,4
Kaiser Chiefs,Never Miss A Beat,1,Alt Music,48.0,0.506,0.907,-4.011,0.0391,1.93e-05,1,0.573,0.547,156.05,188853.0,4
TOOL,Sober,10,Rock,68.0,0.385,0.673,-8.182,0.0329,0.000183,1,0.0721,0.187,149.271,306853.0,4
The Rezillos,Top of the Pops,1,Alt Music,39.0,0.417,0.586,-12.217,0.04,0.000358,1,0.0957,0.966,183.704,175640.0,4
Stevie Salas,Blind,10,Rock,29.0,0.743,0.699,-9.518,0.0667,0.0424,1,0.0482,0.534,94.936,288093.0,4
Stick Figure,Summertime (feat. Citizen Cope),10,Rock,61.0,0.744,0.69,-5.176,0.0387,0.0292,0,0.362,0.749,79.999,238767.0,4
Mason Hill,Against the Wall,10,Rock,42.0,0.566,0.699,-6.526,0.0296,0.000228,0,0.34,0.472,126.043,261387.0,4
JJ Wilde,The Rush,10,Rock,49.0,0.747,0.842,-2.912,0.0489,0.000583,1,0.0785,0.558,129.976,187890.0,4
Dora Jar,Quiver,6,Indie,32.0,0.731,0.349,-10.394,0.0284,0.577,0,0.147,0.508,100.036,203360.0,4
DON BROCO,Manchester Super Reds No.1 Fan,8,Metal,55.0,0.408,0.967,-3.133,0.361,0.0104,1,0.0354,0.277,99.788,217619.0,4
NUMI,◊î◊†◊ï◊£ ◊û◊©◊™◊†◊î,5,HipHop,19.0,0.704,0.414,-13.661,0.223,0.603,1,0.325,0.151,85.05,169412.0,4
Patti Smith,We Three,10,Rock,35.0,0.3,0.308,-12.006,0.0318,0.414,0,0.11,0.192,187.968,258227.0,3
KONGOS,Terrified,10,Rock,39.0,0.574,0.71,-7.991,0.192,0.136,0,0.121,0.725,168.114,221547.0,4
Dudu Aharon,◊ó◊í◊ô◊í◊î ◊ë◊ô◊©◊®◊ê◊ú,9,Pop,28.0,0.699,0.816,-5.613,0.0424,0.245,0,0.0907,0.565,129.98,234001.0,4
Adam Sanders,What If I'm Right,4,Country,68.0,0.431,0.93,-3.42,0.107,0.0518,1,0.114,0.511,167.788,2.770666667,4
Milk Teeth,Owning Your Okayness,10,Rock,29.0,0.46,0.927,-3.642,0.0794,0.000272,1,0.268,0.561,128.175,199293.0,4
Kaisaku,Cerulean,9,Pop,32.0,0.586,0.55,-10.846,0.0411,0.0287,1,0.0674,0.128,115.974,291724.0,4
sunflwr,kawamurra,9,Pop,27.0,0.98,0.529,-9.665,0.219,0.165,0,0.0887,0.285,126.004,219524.0,4
Breezer,Alive,10,Rock,18.0,0.394,0.989,-6.175,0.0428,2.24e-06,1,0.305,0.621,136.999,255962.0,4
Egypt Central,Hunted,8,Metal,47.0,0.355,0.942,-3.374,0.108,9.87e-05,0,0.33,0.397,195.022,173399.0,3
Missy Elliott,The Rain (Supa Dupa Fly),5,HipHop,60.0,0.836,0.595,-9.338,0.201,0.141,1,0.329,0.762,79.98,251000.0,4
Obsk√ºr,Bayside - 10 Years Of Eats Everything Remix,6,Indie,42.0,0.521,0.915,-7.839,0.0713,0.0132,1,0.112,0.8,128.743,228956.0,4
American Teeth,Fix You,1,Alt Music,41.0,0.654,0.784,-4.906,0.0418,0.000314,1,0.0775,0.545,116.996,197565.0,4
Lukach,◊û◊ï◊™◊ß ◊ê◊†◊≥◊ú◊ê ◊û◊©◊ú◊ù,5,HipHop,13.0,0.735,0.572,-10.533,0.0868,0.125,1,0.2,0.74,122.914,143932.0,4
Kina Grannis,For Now,0,Acoustic/Folk,58.0,0.394,0.249,-10.484,0.0396,0.927,1,0.115,0.329,79.549,3.30673333,4
David Bowie,Let's Dance - 1999 Remaster,10,Rock,15.0,0.619,0.703,-9.414,0.0525,0.00388,0,0.163,0.709,115.043,7.61888333,4
Aviv Geffen,◊û◊ß◊°◊ô◊ß◊ï,10,Rock,25.0,0.544,0.909,-8.654,0.0355,0.0502,0,0.232,0.602,120.752,218760.0,4
Within Temptation,Faster,8,Metal,59.0,0.505,0.932,-2.894,0.0412,0.00115,0,0.135,0.486,120.008,263973.0,4
Noa Kirel,◊ê◊û◊ë◊ï◊ú◊†◊°,9,Pop,47.0,0.79,0.768,-6.319,0.135,0.132,1,0.133,0.678,123.997,153871.0,4
Another Now,Trojan,8,Metal,38.0,0.533,0.972,-5.913,0.254,0.00041,0,0.336,0.117,130.071,196880.0,4
ColdWorld,This Empty Life,8,Metal,26.0,0.17,0.816,-8.977,0.124,0.482,0,0.101,0.035,118.889,439974.0,4
Necrophobic,The Infernal Depths of Eternity,8,Metal,28.0,0.175,0.972,-5.193,0.101,3.95e-06,1,0.131,0.16,135.044,453733.0,4
Andy Sheppard Quartet,Romaria,7,Instrumental,48.0,0.38,0.054,-21.941,0.037,0.964,1,0.151,0.181,134.175,5.191333333,3
Heavy Pettin,Sole Survivor,10,Rock,26.0,0.471,0.953,-2.145,0.0628,0.059,1,0.421,0.262,96.19,222000.0,4
Michael Kiwanuka,Cold Little Heart - Radio Edit,2,Blues,71.0,0.629,0.58,-6.208,0.0278,0.357,0,0.436,0.655,110.264,210300.0,4
Stone Sour,30/30-150,8,Metal,5.0,0.512,0.919,-4.581,0.0894,4.03e-05,1,0.0899,0.602,163.044,258067.0,4
Panama,Together - il:lo Remix,6,Indie,41.0,0.659,0.702,-9.432,0.0369,0.13,0,0.0881,0.0947,114.017,294737.0,4
Eyes Set To Kill,Find Our Way,8,Metal,45.0,0.578,0.826,-7.537,0.0405,2.16e-05,1,0.188,0.376,110.049,209498.0,4
Repenter,Forever,10,Rock,21.0,0.378,0.764,-10.469,0.0857,0.0211,1,0.355,0.354,149.385,250867.0,4
Taylor Swift,Delicate,9,Pop,77.0,0.75,0.404,-10.178,0.0682,0.216,0,0.0911,0.0499,95.045,232253.0,4
ABSOLUTE.,Sage comme une image - Good as Gold,1,Alt Music,44.0,0.792,0.873,-8.622,0.329,0.00402,0,0.25,0.672,124.996,236165.0,4
Harmonica Shah,She Used to Be Beautiful,2,Blues,1.0,0.574,0.756,-5.994,0.0292,0.0965,1,0.126,0.711,99.313,279573.0,4
Russell Dickerson,Blue Tacoma,4,Country,18.0,0.455,0.897,-4.879,0.0403,0.0183,1,0.174,0.728,160.139,3.53445,4
M√©lonade,Hear What They Say,6,Indie,34.0,0.853,0.632,-7.342,0.143,0.119,1,0.344,0.591,127.977,191275.0,4
Steamhammer,Contemporary Chick Con Song - Remastered,2,Blues,33.0,0.448,0.605,-9.105,0.054,0.084,1,0.1,0.52,129.345,295213.0,4
PACKS,New TV,10,Rock,34.0,0.498,0.539,-7.679,0.0269,0.0612,0,0.11,0.42,149.89,141545.0,4
Blind Lemon Jefferson,Match Box Blues,2,Blues,36.0,0.475,0.157,-19.063,0.0567,0.976,1,0.0776,0.519,169.224,183066.0,4
Simply Red,Stars - Live at Sydney Opera House,9,Pop,41.0,0.628,0.913,-7.222,0.0503,0.156,1,0.974,0.557,105.01,4.099066667,4
Manny Blu,Train,10,Rock,44.0,0.46,0.89,-3.162,0.066,0.00262,1,0.0717,0.772,147.967,177320.0,4
Snowy Dunes,Desert Cold,10,Rock,33.0,0.286,0.638,-8.931,0.0487,0.06,1,0.363,0.405,131.796,373134.0,4
Ocean Bed,Darlingside,0,Acoustic/Folk,53.0,0.601,0.799,-7.069,0.0357,0.0861,0,0.0898,0.688,160.987,4.006,4
The Rolling Stones,Out Of Control,10,Rock,53.0,0.742,0.56,-7.905,0.0424,0.325,1,0.538,0.715,122.202,283840.0,4
Foogiano,MOLLY (Remix) [feat. DaBaby],5,HipHop,56.0,0.901,0.614,-6.732,0.263,0.0115,0,0.108,0.266,135.504,227902.0,4
Siuzanna,STYN_,6,Indie,33.0,0.586,0.639,-5.971,0.0309,0.0611,0,0.205,0.311,133.934,219320.0,4
Ghost King,Slither,10,Rock,27.0,0.358,0.845,-8.258,0.0632,0.549,1,0.106,0.398,170.051,141628.0,4
Tides From Nebula,Paratyphoid Fever,8,Metal,35.0,0.411,0.801,-7.006,0.0587,0.00111,1,0.0901,0.0723,105.051,397613.0,4
Rise Against,The Violence,10,Rock,61.0,0.294,0.92,-2.471,0.0635,4.11e-05,0,0.0804,0.582,184.007,228720.0,4
Circe,Going Down,9,Pop,31.0,0.561,0.604,-6.821,0.0598,0.441,1,0.177,0.769,174.074,151978.0,4
May Rio,Butter,6,Indie,27.0,0.682,0.601,-6.593,0.0281,0.382,1,0.204,0.571,128.459,120614.0,4
Refused,Born On The Outs,10,Rock,44.0,0.615,0.821,-6.422,0.0647,0.00918,0,0.219,0.391,125.039,214760.0,4
Gizmo Varillas,A La Vida,6,Indie,35.0,0.601,0.689,-5.826,0.0411,0.255,0,0.226,0.852,89.982,185227.0,4
Arrival Of Autumn,Witness,8,Metal,34.0,0.492,0.98,-4.507,0.102,0.000242,1,0.589,0.372,135.003,231840.0,4
"Pankaj Udhas, Sadhana Sargam",Na Kajare Ki Dhar (With Jhankar Beats),3,Bollywood,39.0,0.63,0.781,-10.534,0.0476,0.629,0,0.232,0.772,145.436,5.377116667,4
Fenne Lily,Alapathy,6,Indie,37.0,0.554,0.911,-6.282,0.0292,0.482,1,0.0668,0.968,157.621,194973.0,4
L≈™N,demolition (Ruined by Glass Petals),10,Rock,57.0,0.773,0.843,-5.733,0.0516,0.0074,1,0.0696,0.399,125.02,226440.0,4
Black Paisley,Save the Best,8,Metal,27.0,0.432,0.777,-6.229,0.0354,2.38e-05,0,0.319,0.413,145.011,233468.0,4
T-Bone Walker,T-Bone Blues,2,Blues,47.0,0.541,0.283,-13.659,0.0527,0.805,1,0.0736,0.564,76.828,228627.0,4
Nati Levi,◊ê◊ó ◊ô◊ê ◊¢◊ô◊ï◊†◊ô,9,Pop,16.0,0.555,0.459,-15.192,0.0362,0.614,1,0.0844,0.694,156.796,227533.0,4
Atreyu,Warrior (feat. Travis Barker),10,Rock,66.0,0.528,0.908,-4.243,0.0913,0.0485,0,0.239,0.296,154.958,165891.0,4
Giveon,Heartbreak Anniversary,9,Pop,82.0,0.443,0.459,-8.955,0.074,0.546,1,0.307,0.565,87.064,198371.0,5
St. Vincent,Masseduction,6,Indie,53.0,0.696,0.598,-7.917,0.0922,0.00232,1,0.119,0.438,114.989,197427.0,4
Faye Adams,Hurts Me To My Heart,2,Blues,33.0,0.554,0.429,-9.055,0.042,0.522,1,0.17,0.821,82.752,180200.0,4
Tom Petty,Yer So Bad,10,Rock,55.0,0.569,0.55,-12.859,0.0275,0.00771,1,0.179,0.746,90.454,185667.0,4
Circa Waves,Lemonade,6,Indie,57.0,0.789,0.692,-4.733,0.0295,0.0326,1,0.157,0.705,103.975,220107.0,4
Phani Narayana,Bantureethi Koluvu - Instrumental,6,Indie,14.0,0.364,0.632,-9.131,0.0831,0.0169,1,0.172,0.607,88.045,261627.0,4
Toosii,rich nigga (feat. Key Glock),5,HipHop,57.0,0.805,0.767,-4.914,0.305,0.222,0,0.136,0.774,160.068,162181.0,4
Trisha Yearwood,Georgia Rain,4,Country,48.0,0.518,0.438,-5.716,0.0234,0.605,1,0.19,0.144,99.176,5.189333333,4
Backstreet Boys,It's True,9,Pop,42.0,0.549,0.41,-7.915,0.0239,0.0247,1,0.125,0.203,80.98,4.218216667,4
Pearl Jam,Immortality - Remastered,10,Rock,56.0,0.633,0.543,-9.142,0.0296,0.0798,1,0.0964,0.118,129.089,318067.0,4
Rah Digga,Tight,5,HipHop,34.0,0.757,0.819,-5.687,0.35,0.0525,1,0.207,0.776,94.169,194267.0,4
22Gz,Twirlanta,5,HipHop,66.0,0.803,0.738,-4.946,0.294,0.528,1,0.112,0.323,139.948,178407.0,4
Egypt Central,Hunted,10,Rock,47.0,0.355,0.942,-3.374,0.108,9.87e-05,0,0.33,0.397,195.022,173399.0,3
Murmur,Fragile,10,Rock,19.0,0.453,0.813,-4.212,0.0324,8.07e-05,1,0.681,0.974,92.782,189459.0,4
James Bay,Wild Love - Acoustic,0,Acoustic/Folk,65.0,0.519,0.407,-7.682,0.0384,0.844,0,0.101,0.515,139.954,3.15245,4
King Princess,PAIN,6,Indie,57.0,0.584,0.857,-5.236,0.0699,0.00547,1,0.13,0.544,103.517,218200.0,4
Dream Theater,On the Backs of Angels,10,Rock,43.0,0.533,0.942,-6.25,0.0749,0.00354,0,0.0644,0.269,137.981,522520.0,4
Richie Kotzen,The Damned,2,Blues,39.0,0.479,0.939,-3.826,0.059,0.0417,0,0.323,0.547,93.047,279086.0,4
"Matt Hartke, Maggie Peake",Gold,0,Acoustic/Folk,52.0,0.641,0.415,-8.212,0.0294,0.69,1,0.0977,0.34,128.091,4.28125,4
grandson,Dirty,1,Alt Music,64.0,0.536,0.845,-5.765,0.0615,0.0033,1,0.0465,0.6,159.953,208296.0,4
Tincho,Good At It,10,Rock,20.0,0.464,0.729,-9.655,0.029,0.0611,1,0.162,0.835,159.902,205720.0,4
Jonathan Terrell,Love Can Find You Anywhere,1,Alt Music,39.0,0.65,0.611,-7.619,0.0227,0.527,1,0.0796,0.717,95.059,219183.0,4
shame,Nigel Hitter,6,Indie,44.0,0.585,0.8,-5.926,0.0727,0.000195,0,0.118,0.798,130.105,204307.0,4
Lady Gaga,Stupid Love,9,Pop,77.0,0.68,0.825,-4.296,0.0702,0.00173,1,0.27,0.784,117.987,193533.0,4
Mastodon,Just Got Paid,8,Metal,32.0,0.436,0.951,-4.332,0.0561,0.00123,1,0.509,0.612,95.999,213813.0,4
The Beatles,Hey Jude - Remastered 2015,10,Rock,75.0,0.386,0.607,-7.7,0.0261,0.0112,1,0.088,0.532,147.207,425653.0,4
Demi Lovato,Met Him Last Night (feat. Ariana Grande),9,Pop,82.0,0.538,0.512,-4.548,0.0262,0.22,0,0.101,0.12,144.978,204632.0,4
Cory Marks,Outlaws & Outsiders,10,Rock,59.0,0.5,0.866,-4.338,0.0443,0.0575,1,0.129,0.629,176.189,197235.0,4
"Claude Debussy, Julian Lloyd Webber, Royal Philharmonic Orchestra, James Judd","Rêverie, L. 68",7,Instrumental,52.0,0.135,0.0428,-26.085,0.0483,0.988,1,0.134,0.0394,63.831,4.0,4
Acollective,Circles,6,Indie,34.0,0.516,0.513,-11.12,0.0298,0.512,0,0.117,0.48,173.047,193294.0,4
Acqua Fragile,Mass-Media Stars,10,Rock,20.0,0.385,0.94,-3.832,0.0725,0.475,0,0.102,0.798,161.022,413893.0,3
John Boutt√©,Accentuate The Positive,2,Blues,22.0,0.828,0.376,-10.096,0.103,0.825,1,0.111,0.698,120.082,144800.0,4
Cellar Darling,DANCE,8,Metal,36.0,0.332,0.715,-7.809,0.0429,0.0272,0,0.125,0.111,138.768,648692.0,4
Dan + Shay,From the Ground Up,4,Country,66.0,0.281,0.58,-5.967,0.0323,0.333,1,0.122,0.282,151.568,4.232216667,3
Cobi,Prophet Story,2,Blues,40.0,0.576,0.478,-4.028,0.027,0.724,1,0.127,0.241,95.864,218992.0,4
Ana Egge,Cocaine Cowboys,1,Alt Music,17.0,0.561,0.209,-10.966,0.0347,0.893,1,0.132,0.394,79.587,235000.0,4
Aaron Smith,Unconditional,9,Pop,56.0,0.438,0.309,-9.022,0.0565,0.886,0,0.21,0.314,137.705,203000.0,4
Jeff Beck,Roy's Toy,2,Blues,21.0,0.716,0.895,-5.419,0.0932,0.0266,1,0.0992,0.577,99.96,215040.0,4
"Ryan Montbleau, Tall Heights",Fast Car (feat. Tall Heights),0,Acoustic/Folk,61.0,0.577,0.17,-12.979,0.0462,0.865,1,0.133,0.36,174.192,4.54945,4
Roy Orbison,"Oh, Pretty Woman",10,Rock,74.0,0.619,0.603,-9.481,0.0342,0.712,1,0.0721,0.958,127.433,178933.0,4
Shlomo Artzi,◊ê◊ï◊û◊®◊ô◊ù ◊ô◊©◊†◊î ◊ê◊®◊•,10,Rock,27.0,0.464,0.67,-8.048,0.062,0.71,0,0.0971,0.685,93.186,175907.0,4
Falling In Reverse,Popular Monster,10,Rock,77.0,0.461,0.897,-3.982,0.092,0.00821,0,0.0965,0.358,165.107,220537.0,4
The Black Crowes,Sting Me,10,Rock,42.0,0.55,0.975,-3.774,0.0656,0.00563,1,0.122,0.56,129.296,280133.0,4
The Futureheads,Hounds of Love,6,Indie,56.0,0.36,0.895,-3.795,0.117,0.0329,1,0.06,0.424,168.214,182680.0,4
"Wade In The Water (Feat. The War and Treaty, with The Blind Boys of Alabama)","Matt Rollings, The War and Treaty, The Blind Boys Of Alabama",0,Acoustic/Folk,25.0,0.358,0.383,-8.329,0.0479,0.821,0,0.109,0.52,202.794,3.1617,4
Jesse Roper,Horizons,2,Blues,32.0,0.524,0.73,-4.479,0.0767,0.624,0,0.389,0.654,109.533,157693.0,4
Yuval Dayan,◊ú◊§◊™◊ï◊ó ◊ê◊™ ◊î◊ú◊ë,9,Pop,31.0,0.71,0.605,-9.045,0.0317,0.281,0,0.162,0.422,105.955,220955.0,4
I Prevail,Every Time You Leave (Feat. Delaney Jane),10,Rock,52.0,0.473,0.749,-5.047,0.0277,0.000466,0,0.0883,0.172,150.021,216627.0,4
Green Lung,Let the Devil In,10,Rock,36.0,0.361,0.8,-5.253,0.0446,2.2e-05,1,0.0835,0.436,141.907,300227.0,4
Brian Casey,Oh Now,2,Blues,37.0,0.452,0.207,-13.043,0.0299,0.906,1,0.208,0.347,174.427,152076.0,4
New Radicals,You Get What You Give,9,Pop,74.0,0.621,0.901,-5.396,0.0302,0.17,1,0.0875,0.744,113.967,300773.0,4
Two Feet,I Feel Like I'm Drowning,10,Rock,76.0,0.717,0.577,-5.436,0.0491,0.708,1,0.0899,0.235,104.927,185520.0,3
Shadow and Light,Viraha,0,Acoustic/Folk,15.0,0.554,0.706,-11.458,0.0318,0.549,0,0.12,0.377,114.961,4.730433333,4
Ronnie Hawkins,Honey Don't,10,Rock,26.0,0.511,0.762,-8.66,0.0684,0.367,1,0.183,0.7,169.121,144680.0,3
HOKO,Big Mistake,10,Rock,41.0,0.572,0.697,-6.352,0.269,0.00083,1,0.0752,0.446,183.82,152413.0,4
Jefferson Airplane,"White Rabbit - Live at The Woodstock Music & Art Fair, August 17, 1969",10,Rock,34.0,0.415,0.633,-10.748,0.0324,0.353,0,0.669,0.45,109.545,147227.0,4
Vicky Psarakis,Eyes Of The World,8,Metal,38.0,0.451,0.926,-6.604,0.0576,0.00114,0,0.2,0.491,111.007,232373.0,4
Skid Row,Monkey Business,8,Metal,54.0,0.498,0.901,-6.724,0.0511,0.00102,0,0.104,0.572,96.916,258267.0,4
Tomer Yeshayahu,◊†◊ò◊ú◊ô,6,Indie,33.0,0.711,0.505,-11.035,0.0291,0.61,1,0.101,0.605,125.961,208944.0,3
Sevendust,Denial,8,Metal,54.0,0.602,0.907,-5.587,0.0522,2.62e-05,1,0.222,0.461,104.348,258427.0,4
Friendship Commanders,Stonechild,10,Rock,24.0,0.293,0.667,-5.707,0.0692,1.12e-05,1,0.111,0.306,117.921,249592.0,4
The Verve,Slide Away - 2016 Remastered,6,Indie,41.0,0.306,0.635,-7.566,0.032,0.017,1,0.0769,0.221,150.1,243453.0,4
The Chats,Drunk n Disorderly,6,Indie,47.0,0.509,0.733,-5.909,0.126,0.0165,1,0.404,0.676,109.736,75760.0,4
Backstreet Boys,All I Have to Give,9,Pop,50.0,0.731,0.574,-7.114,0.029,0.0644,1,0.0675,0.392,95.995,4.60955,4
Andrew Gold,Thank You for Being a Friend,10,Rock,41.0,0.695,0.568,-13.572,0.0294,0.166,1,0.125,0.786,111.887,280760.0,4
Pickwick,Hacienda Motel,9,Pop,46.0,0.575,0.754,-5.998,0.0244,0.0994,1,0.0726,0.698,93.459,229510.0,4
Fr√†n√ßois & The Atlas Mountains,Tourne Autour,6,Indie,33.0,0.838,0.438,-9.576,0.232,0.67,1,0.129,0.86,159.932,158320.0,4
"Tyler, The Creator",Yonkers,9,Pop,60.0,0.712,0.759,-5.397,0.334,0.0161,1,0.217,0.738,79.102,249333.0,4
With Confidence,Cult,10,Rock,49.0,0.556,0.697,-5.959,0.0407,0.000128,1,0.531,0.165,106.071,193794.0,4
Blackout Problems,MURDERER,10,Rock,11.0,0.419,0.622,-6.239,0.0867,0.00048,1,0.311,0.217,120.117,268155.0,4
Bumpin Uglies,Florida Showers,10,Rock,46.0,0.674,0.574,-9.087,0.051,0.324,1,0.161,0.498,146.925,245313.0,4
Rob Scallon,Gateways,8,Metal,30.0,0.552,0.938,-5.248,0.0746,2.98e-06,1,0.0658,0.287,92.53,188021.0,4
Gal Adam,◊ê◊ô◊ü ◊ê◊ï◊™◊ô ◊ô◊ï◊™◊®,9,Pop,52.0,0.665,0.414,-8.336,0.0414,0.87,0,0.0723,0.614,88.104,169809.0,4
Rita Dove,Parsley,5,HipHop,12.0,0.732,0.15,-17.737,0.92,0.445,1,0.371,0.256,70.341,254267.0,4
Elvis Presley,All Shook Up,10,Rock,58.0,0.624,0.468,-12.162,0.132,0.881,1,0.144,0.952,74.139,1.95133333,4
Billie Joe Armstrong,That Thing You Do!,10,Rock,40.0,0.457,0.942,-4.173,0.0662,0.000333,1,0.153,0.595,134.998,168600.0,4
Detroit Blues Band,Missing You,2,Blues,12.0,0.515,0.308,-14.711,0.0312,0.907,1,0.3,0.501,172.472,298093.0,3
Mohammed Rafi,All Line Clear,3,Bollywood,4.0,0.525,0.395,-9.291,0.0771,0.679,1,0.227,0.889,124.537,3.398883333,4
Eno ‚Ä¢ Hyde,Daddy's Car,1,Alt Music,38.0,0.625,0.916,-5.861,0.0793,0.0368,1,0.125,0.771,120.027,290144.0,4
Truckfighters,Desert Cruiser,10,Rock,51.0,0.198,0.756,-7.04,0.0518,0.00229,1,0.16,0.246,121.924,449947.0,4
Henrik Freischlader,Openness,10,Rock,37.0,0.454,0.891,-5.101,0.0621,0.00229,1,0.468,0.752,169.869,266466.0,4
The Bluetones,Marblehead Johnson,6,Indie,38.0,0.368,0.897,-5.243,0.0542,0.00186,1,0.243,0.357,128.538,201813.0,4
Machine Gun Kelly,drunk face,10,Rock,74.0,0.691,0.77,-4.578,0.0367,0.0282,0,0.497,0.344,90.024,143901.0,4
Enslaved,Storm Son,8,Metal,35.0,0.2,0.968,-6.191,0.14,0.000734,1,0.0593,0.174,164.978,654427.0,1
Maybird,Gonna Lose Your Mind,1,Alt Music,30.0,0.58,0.709,-6.312,0.0302,1.82e-05,1,0.178,0.728,120.002,216392.0,4
EllMatic,Before It's Over,5,HipHop,36.0,0.824,0.348,-11.937,0.462,0.28,0,0.0986,0.897,90.978,190549.0,4
Maximo Park,Our Velocity,1,Alt Music,53.0,0.535,0.92,-4.39,0.0535,0.031,0,0.0493,0.587,95.987,200387.0,4
Shlomo Artzi,◊õ◊ú ◊û◊î ◊©◊™◊®◊¶◊î,10,Rock,35.0,0.483,0.437,-9.385,0.0449,0.853,0,0.104,0.537,79.478,209500.0,4
